BveTs Vehicle Performance Table 2.00:UTF-8
0,0
1,56780.4878048781
55,56780.4878048781
56,56780.4878048781
58,56780.4878048781
60,56780.4878048781
62,56780.4878048781
64,56780.4878048781
66,56780.4878048781
68,56780.4878048781
70,56780.4878048781
72,53669.8283649503
74,50807.9602344599
76,48169.0426322546
78,45730.5046423245
80,43472.5609756098
82,41377.8093759522
84,39430.8943089431
86,37618.2247490404
88,35927.7363434791
90,34348.6901535682
92,32871.5016828807
94,31487.5950932438
96,30189.2784552845
98,28969.6366351419
100,27822.4390243902
102,26742.0598081413
104,25723.4088613075
106,24761.8716842206
108,23853.257051089
110,22993.7512598267
112,22179.8780487805
114,21408.4633921131
116,20676.6045068298
118,19981.6425053076
120,19321.1382113821
122,18692.850728561
124,18094.7184081622
126,17524.8419150858
128,16981.4691310976
130,16462.9816712368
132,15967.8828193241
134,15494.7867144076
136,15042.4086420795
138,14609.5563035025
140,14195.1219512195
