BveTs Vehicle Performance Table 2.00:UTF-8
0,0
1,397.818504484446
55,397.818504484446
56,397.818504484446
58,397.818504484446
60,397.818504484446
62,397.818504484446
64,397.818504484446
66,397.818504484446
68,397.818504484446
70,397.818504484446
72,376.024435180128
74,355.973460915592
76,337.4845346215
78,320.399518733363
80,304.579792495904
82,289.903431286999
84,276.26285033642
86,263.562827470766
88,251.718836773474
90,240.655638515282
92,230.306081282347
94,220.610080576481
96,211.513744788822
98,202.968624736962
100,194.931067197378
102,187.361656283524
104,180.224729287517
106,173.487955853843
108,167.121971191168
110,161.100055535023
112,155.397853314236
114,149.993126498444
116,144.865537453462
118,139.996457337962
120,135.368796664846
122,130.966855144705
124,126.776188343768
126,122.783489038409
128,118.976481443712
130,115.343826744011
132,111.875038565988
134,108.560407216183
136,105.390931659482
138,102.35825834771
140,99.4546261211114
