BveTs Vehicle Performance Table 2.00:UTF-8
0,0
1,91676.8292682927
55,91676.8292682927
56,88431.8904772275
58,82438.2902903048
60,77034.0023712737
62,72144.2269866247
64,67705.6661466273
66,63664.4647696477
68,59974.5693201958
70,56596.4099054256
71,55013.3720564542
72,53495.8349800512
74,50643.2448021522
76,48012.8823643673
78,45582.2499238306
80,43331.6263338415
82,41243.6657549949
84,39303.0624343233
86,37496.2694073263
88,35811.2614329268
90,34237.3343872328
92,32764.9348460049
94,31385.5147732668
96,30091.4071762788
98,28875.7193395028
100,27732.2408536585
102,26655.3641423092
104,25640.0155821547
106,24681.5956333736
108,23775.9266578005
110,22919.2073170732
112,22107.9726193069
114,21339.0588286077
116,20609.5725725762
118,19916.8635834951
120,19258.5005928184
122,18632.2499688649
124,18036.0567466562
126,17468.0277485881
128,16926.4165366568
130,16409.609972579
132,15916.1161924119
134,15444.5538280567
136,14993.642330049
138,14562.1932648911
140,14149.1024763564
