BveTs Vehicle Performance Table 2.00:UTF-8
0,0
1,642.311127032178
55,642.311127032178
56,619.576262523067
58,577.583578856224
60,539.719766464538
62,505.460759436092
64,474.363075994223
66,446.049393772346
68,420.197050015644
70,396.528808014763
71,385.437643180388
72,374.805393378151
74,354.819422803568
76,336.390436162108
78,319.360808558898
80,303.592368636303
82,288.963587042287
84,275.36722778803
86,262.708377402966
88,250.902783996944
90,239.875451762017
92,229.559446983972
94,219.894879953863
96,210.82803377521
98,202.310616334063
100,194.299115927234
102,186.754244451397
104,179.64045481438
106,172.925521473152
108,166.580174834734
110,160.577781758044
112,154.894065630767
114,149.506860516493
116,144.395894714056
118,139.542599775376
120,134.929941616135
122,130.542270846032
124,126.365189859023
126,122.385434572458
128,118.590768998556
130,114.969891081203
132,111.512348443086
134,108.208462868809
136,105.049262503911
138,102.026420881765
140,99.1322020036907
