BveTs Vehicle Performance Table 2.00:UTF-8
#乗車率0%,1N,2N,3N,4N,5N
0,71.5156371918429,205.19749467513,226.800227756806,248.397266918324,270
5,71.5156371918429,205.19749467513,226.800227756806,248.397266918324,270
6,59.5963643265358,205.19749467513,226.800227756806,248.397266918324,270
8,44.6972732449018,205.19749467513,226.800227756806,248.397266918324,270
10,35.7578185959215,205.19749467513,226.800227756806,248.397266918324,270
12,29.7981821632679,205.19749467513,226.800227756806,248.397266918324,270
14,25.5412989970868,205.19749467513,226.800227756806,248.397266918324,270
15,23.8385457306143,205.19749467513,226.800227756806,248.397266918324,270
16,22.3486366224509,205.19749467513,226.800227756806,248.397266918324,270
18,19.8654547755119,205.19749467513,226.800227756806,248.397266918324,270
19,18.8199045241692,205.19749467513,226.800227756806,248.397266918324,270
20,17.8789092979607,205.19749467513,226.800227756806,248.397266918324,270
22,16.253553907237,205.19749467513,226.800227756806,248.397266918324,270
24,14.8990910816339,205.19749467513,226.800227756806,248.397266918324,270
26,13.7530071522775,205.19749467513,226.800227756806,248.397266918324,270
28,12.7706494985434,205.19749467513,226.800227756806,248.397266918324,270
30,11.9192728653072,205.19749467513,226.800227756806,248.397266918324,270
32,11.1743183112255,192.372651257935,226.800227756806,248.397266918324,270
34,10.5170054693887,181.056612948644,226.800227756806,248.397266918324,270
36,9.93272738775596,170.997912229275,226.800227756806,248.397266918324,270
38,9.40995226208459,161.998022111945,226.800227756806,248.397266918324,270
40,8.93945464898037,153.898121006348,226.800227756806,248.397266918324,270
42,8.51376633236225,146.569639053664,226.800227756806,248.397266918324,270
44,8.12677695361852,139.907382733043,226.800227756806,248.397266918324,270
46,7.77343882520032,133.824453048998,226.800227756806,248.397266918324,270
48,7.44954554081697,128.248434171956,226.800227756806,248.397266918324,270
50,7.15156371918429,123.118496805078,226.800227756806,248.397266918324,270
52,6.87650357613874,118.383170004883,226.800227756806,248.397266918324,270
54,6.62181825850397,113.99860815285,226.800227756806,248.397266918324,270
56,6.38532474927169,109.927229290248,226.800227756806,248.397266918324,270
58,6.16514113722784,106.136635176792,226.800227756806,248.397266918324,270
59,6.06064721964771,104.337709156846,226.800227756806,248.397266918324,270
60,5.95963643265358,102.598747337565,226.800227756806,248.397266918324,270
62,5.76739009611637,99.2891103266759,219.484091377555,248.397266918324,270
64,5.58715915561273,96.1863256289673,212.625213522006,248.397266918324,270
66,5.41785130241234,93.2715884886956,206.18202523346,248.397266918324,270
68,5.25850273469433,90.5283064743222,200.117848020711,248.397266918324,270
70,5.10825979941735,87.9417834321987,194.40019522012,248.397266918324,270
72,4.96636369387798,85.4989561146376,189.000189797339,248.397266918324,270
74,4.8321376480975,83.1881735169447,183.892076559573,248.397266918324,270
76,4.7049761310423,80.9990110559725,179.052811386952,248.397266918324,270
78,4.58433571742583,78.9221133365886,174.461713659082,248.397266918324,270
80,4.46972732449018,76.9490605031738,170.100170817605,248.397266918324,270
82,4.36070958486847,75.0722541494379,165.951386163517,248.397266918324,270
84,4.25688316618113,73.2848195268322,162.000162683433,248.397266918324,270
86,4.15788588324668,71.5805213983012,158.232717039632,248.397266918324,270
88,4.06338847680926,69.9536913665217,154.636518925095,248.397266918324,270
90,3.97309095510239,68.3991648917101,151.200151837871,248.397266918324,270
92,3.88671941260016,66.912226524499,147.913192015308,248.397266918324,270
94,3.80402325488526,65.4885621303607,144.766102823493,248.397266918324,270
95,3.76398090483384,64.799208844778,143.242249109562,248.397266918324,270
96,3.72477277040849,64.1242170859782,141.750142348004,248.397266918324,267.1875
98,3.64875699958382,62.8155595944276,138.857282300086,248.397266918324,261.734693877551
100,3.57578185959215,61.5592484025391,136.080136654084,248.397266918324,256.5
102,3.50566848979622,60.3522043162148,133.411898680474,248.397266918324,251.470588235294
104,3.43825178806937,59.1915850024414,130.846285244311,243.620396400664,246.634615384615
106,3.37337911282278,58.0747626439048,128.377487409513,239.023785147821,241.981132075472
108,3.31090912925199,56.9993040764251,126.000126531559,234.597418756195,237.5
110,3.25071078144741,55.9629530932173,123.709215140076,230.332011142446,233.181818181818
112,3.19266237463584,54.9636146451242,121.500122012575,226.218939514902,229.017857142857
114,3.1366507540282,53.9993407039816,119.368540924635,222.250186190079,225
116,3.08257056861392,53.0683175883958,117.310462632831,218.418286428181,221.120689655172
118,3.03032360982385,52.1688545784229,115.322149706851,214.716281573466,217.372881355932
120,2.97981821632679,51.2993736687826,113.400113878403,211.137676880575,213.75
122,2.93096873737061,50.4584003299501,111.541095618102,207.67640348909,210.245901639344
124,2.88369504805818,49.644555163338,109.742045688777,204.326784077976,206.854838709677
126,2.83792211078742,48.8565463512215,108.000108455622,201.083501791024,203.571428571429
128,2.79357957780636,48.0931628144837,106.312606761003,197.941572075539,200.390625
130,2.7506014304555,47.3532680019531,104.677028195449,194.896317120531,197.307692307692
132,2.70892565120617,46.6357942443478,103.09101261673,191.943342618705,194.318181818182
134,2.66849392506877,45.9397376138351,101.55234078663,189.07851660947,191.417910447761
136,2.62925136734717,45.2641532371611,100.058924010356,186.297950188743,188.602941176471
138,2.59114627506677,44.6081510163327,98.6087946768723,183.597979896152,185.869565217391
140,2.55412989970868,43.9708917160993,97.2000976100599,180.975151611922,183.214285714286
