BveTs Vehicle Performance Table 2.00:UTF-8
#乗車率0%,1N,2N,3N,4N,5N
0,88.0968462617551,205.196913804749,226.800280563205,248.396633241544,270
5,88.0968462617551,205.196913804749,226.800280563205,248.396633241544,270
6,73.4140385514626,205.196913804749,226.800280563205,248.396633241544,270
8,55.0605289135969,205.196913804749,226.800280563205,248.396633241544,270
10,44.0484231308775,205.196913804749,226.800280563205,248.396633241544,270
12,36.7070192757313,205.196913804749,226.800280563205,248.396633241544,270
14,31.4631593791982,205.196913804749,226.800280563205,248.396633241544,270
15,29.365615420585,205.196913804749,226.800280563205,248.396633241544,270
16,27.5302644567985,205.196913804749,226.800280563205,248.396633241544,270
18,24.4713461838209,205.196913804749,226.800280563205,248.396633241544,270
19,23.1833805951987,205.196913804749,226.800280563205,248.396633241544,270
20,22.0242115654388,205.196913804749,226.800280563205,248.396633241544,270
22,20.0220105140352,205.196913804749,226.800280563205,248.396633241544,270
24,18.3535096378656,205.196913804749,226.800280563205,248.396633241544,270
26,16.9417012041837,205.196913804749,226.800280563205,248.396633241544,270
28,15.7315796895991,205.196913804749,226.800280563205,248.396633241544,270
30,14.6828077102925,205.196913804749,226.800280563205,248.396633241544,270
32,13.7651322283992,192.372106691952,226.800280563205,248.396633241544,270
34,12.9554185679052,181.056100415955,226.800280563205,248.396633241544,270
36,12.2356730919104,170.997428170624,226.800280563205,248.396633241544,270
38,11.5916902975994,161.997563530065,226.800280563205,248.396633241544,270
40,11.0121057827194,153.897685353562,226.800280563205,248.396633241544,270
42,10.4877197930661,146.569224146249,226.800280563205,248.396633241544,270
44,10.0110052570176,139.906986685056,226.800280563205,248.396633241544,270
46,9.57574415888642,133.824074220488,226.800280563205,248.396633241544,270
48,9.17675481893282,128.248071127968,226.800280563205,248.396633241544,270
50,8.80968462617551,123.118148282849,226.800280563205,248.396633241544,270
52,8.47085060209183,118.382834887355,226.800280563205,248.396633241544,270
54,8.15711539460695,113.998285447083,226.800280563205,248.396633241544,270
56,7.86578984479956,109.926918109687,226.800280563205,248.396633241544,270
58,7.59455571222027,106.136334726594,226.800280563205,248.396633241544,270
59,7.4658344289623,104.337413799025,226.800280563205,248.396633241544,270
60,7.34140385514626,102.598456902374,226.800280563205,248.396633241544,270
62,7.10458437594799,99.2888292603623,219.484142480521,248.396633241544,270
64,6.88256611419962,96.186053345976,212.625263028004,248.396633241544,270
66,6.67400350467842,93.271324456704,206.182073239277,248.396633241544,270
68,6.47770928395258,90.5280502079774,200.117894614592,248.396633241544,270
70,6.29263187583965,87.9415344877495,194.400240482747,248.396633241544,270
72,6.11783654595521,85.498714085312,189.000233802671,248.396633241544,270
74,5.95248961228075,83.1879380289522,183.892119375571,248.396633241544,270
76,5.79584514879968,80.9987817650324,179.052853076214,248.396633241544,270
78,5.64723373472789,78.9218899249034,174.461754279388,248.396633241544,270
80,5.50605289135969,76.9488426767808,170.100210422404,248.396633241544,270
82,5.3717589183997,75.0720416358837,165.951424802345,248.396633241544,270
84,5.24385989653304,73.2846120731246,162.000200402289,248.396633241544,270
86,5.12190966638111,71.5803187690984,158.232753881306,248.396633241544,270
88,5.00550262850881,69.953493342528,154.636554929458,248.396633241544,270
90,4.89426923676417,68.3989712682496,151.200187042136,248.396633241544,270
92,4.78787207944321,66.9120371102442,147.913226454264,248.396633241544,270
94,4.68600246073165,65.4883767461964,144.766136529705,248.396633241544,270
95,4.63667611903974,64.7990254120259,143.242282460971,248.396633241544,270
96,4.58837740946641,64.124035563984,141.750175352003,248.396633241544,267.1875
98,4.49473705417118,62.8153817769639,138.857314630533,248.396633241544,261.734693877551
100,4.40484231308775,61.5590741414246,136.080168337923,248.396633241544,256.5
102,4.31847285596839,60.3520334719849,133.411929743062,248.396633241544,251.470588235294
104,4.23542530104592,59.1914174436775,130.846315709541,243.619774909976,246.634615384615
106,4.15551161612052,58.074598246627,128.377517299927,239.023175383373,241.981132075472
108,4.07855769730348,56.9991427235413,126.000155868447,234.596820283681,237.5
110,4.00440210280705,55.9627946740224,123.709243943566,230.33142355125,233.181818181818
112,3.93289492239978,54.9634590548434,121.500150301717,226.218362416406,229.017857142857
114,3.86389676586645,53.9991878433549,119.368568717476,222.249619216118,225
116,3.79727785611013,53.0681673632971,117.310489946485,218.417729229634,221.120689655172
118,3.73291721448115,52.1687068995124,115.322176557562,214.715733818962,217.372881355932
120,3.67070192757313,51.2992284511872,113.400140281602,211.137138255313,213.75
122,3.6105264861375,50.458257492971,111.541121588461,207.67587369375,210.245901639344
124,3.55229218797399,49.6444146301812,109.74207124026,204.326262827722,206.854838709677
126,3.49590659768869,48.8564080487497,108.000133601526,201.082988814583,203.571428571429
128,3.44128305709981,48.093026672988,106.312631514002,197.941067114355,200.390625
130,3.38834024083673,47.353133954942,104.677052567633,194.895819927981,197.307692307692
132,3.33700175233921,46.635662228352,103.091036619638,191.942852959375,194.318181818182
134,3.28719575603564,45.9396075682273,101.552364431286,189.078034258489,191.417910447761
136,3.23885464197629,45.2640251039887,100.058947307296,186.297474931158,188.602941176471
138,3.19191471962881,44.6080247401628,98.608817636176,183.597511526359,185.869565217391
140,3.14631593791982,43.9707672438747,97.2001202413734,180.974689933125,183.214285714286
