BveTs Vehicle Performance Table 2.00:UTF-8
#乗車率250%,1N,2N,3N,4N,5N
0,88.3774094664104,348.494570582428,385.178209591105,421.861848599782,458.545487608459
5,88.3774094664104,348.494570582428,385.178209591105,421.861848599782,458.545487608459
6,73.6478412220086,348.494570582428,385.178209591105,421.861848599782,458.545487608459
8,55.2358809165065,348.494570582428,385.178209591105,421.861848599782,458.545487608459
10,44.1887047332052,348.494570582428,385.178209591105,421.861848599782,458.545487608459
12,36.8239206110043,348.494570582428,385.178209591105,421.861848599782,458.545487608459
14,31.563360523718,348.494570582428,385.178209591105,421.861848599782,458.545487608459
15,29.4591364888034,348.494570582428,385.178209591105,421.861848599782,458.545487608459
16,27.6179404582532,348.494570582428,385.178209591105,421.861848599782,458.545487608459
18,24.5492804073362,348.494570582428,385.178209591105,421.861848599782,458.545487608459
19,23.2572130174764,348.494570582428,385.178209591105,421.861848599782,458.545487608459
20,22.0943523666026,331.069842053307,385.178209591105,421.861848599782,458.545487608459
22,20.0857748787296,300.972583684825,385.178209591105,421.861848599782,458.545487608459
24,18.4119603055022,275.891535044422,385.178209591105,421.861848599782,458.545487608459
26,16.9956556666174,254.669109271775,385.178209591105,421.861848599782,458.545487608459
28,15.781680261859,236.478458609505,385.178209591105,421.861848599782,458.545487608459
30,14.7295682444017,220.713228035538,385.178209591105,421.861848599782,458.545487608459
32,13.8089702291266,206.918651283317,385.178209591105,421.861848599782,458.545487608459
34,12.9966778627074,194.74696591371,385.178209591105,421.861848599782,458.545487608459
36,12.2746402036681,183.927690029615,385.178209591105,421.861848599782,458.545487608459
38,11.6286065087382,174.247285291214,385.178209591105,421.861848599782,458.545487608459
40,11.0471761833013,165.534921026654,365.91929911155,421.861848599782,458.545487608459
42,10.5211201745727,157.65230573967,348.494570582428,421.861848599782,458.545487608459
44,10.0428874393648,150.486291842412,332.653908283227,421.861848599782,458.545487608459
46,9.60624015939243,143.943409588394,318.190694879609,421.861848599782,458.545487608459
48,9.20598015275108,137.945767522211,304.932749259625,421.861848599782,458.545487608459
50,8.83774094664103,132.427936821323,292.73543928924,421.861848599782,458.545487608459
52,8.49782783330869,127.334554635887,281.476383931961,421.861848599782,458.545487608459
54,8.18309346911207,122.618460019743,271.051332675222,421.861848599782,458.545487608459
56,7.89084013092949,118.239229304753,261.370927936821,421.861848599782,458.545487608459
58,7.6187421953802,114.16201450114,252.35813731831,421.861848599782,458.545487608459
59,7.48961097172969,112.227065102816,248.080880753593,421.861848599782,458.545487608459
60,7.36478412220086,110.356614017769,243.9461994077,421.861848599782,450.903062814984
62,7.12721044083954,106.796723243002,236.076967168742,421.861848599782,436.357802724178
64,6.90448511456331,103.459325641658,228.699561944719,408.678665831039,422.721621389048
66,6.69525829290988,100.324194561608,221.769272188818,396.294463836159,409.911875286349
68,6.4983389313537,97.373482956855,215.246646536206,384.638744311566,397.85564366028
70,6.3126721047436,94.591383443802,209.096742349457,373.649065902664,386.488339555701
72,6.13732010183405,91.9638450148075,203.288499506417,363.269925183146,375.75255234582
74,5.97144658556827,89.478335690083,197.794215735973,353.451819097115,365.597077958095
76,5.8143032543691,87.1236426456071,192.589104795553,344.150455436664,355.976102222356
78,5.66521855553912,84.8897030905915,187.650922621308,335.326084784442,346.84850985768
80,5.52358809165065,82.7674605133268,182.959649555775,326.942932664831,338.177297111238
82,5.38886643087868,80.7487419642212,178.497219078805,318.968714794957,329.929070352427
84,5.26056008728633,78.826152869835,174.247285291214,311.374221585553,322.073616296417
86,5.13822148060525,76.9929865240249,170.195022842581,304.132960618447,314.583532196501
88,5.02144371968241,75.2431459212061,166.326954141614,297.220847877119,307.433906464762
90,4.90985608146724,73.571076011846,162.630799605133,290.615940146516,300.602041876656
92,4.80312007969622,71.9717047941972,159.095347439804,284.298202317244,294.067214879337
94,4.70092603544736,70.4403919262355,155.710340047468,278.249304395601,287.810465626586
95,4.65144260349528,69.6989141164857,154.071283836442,275.320364349331,284.780881777885
96,4.60299007637554,68.9728837611056,152.466374629812,272.452443887359,281.814414259365
98,4.50905150338828,67.56527388843,149.354815963898,266.892189930474,276.063099682643
100,4.41887047332052,66.2139684106614,146.36771964462,261.554346131865,270.54183768899
102,4.3322259542358,64.91565530457,143.497764357471,256.425829541044,265.23709577352
104,4.24891391665434,63.6672773179437,140.738191965981,251.494563588332,260.13638239326
106,4.16874572954766,62.4660079345862,138.082754381717,246.749383143269,255.228148763199
108,4.09154673455604,61.3092300098717,135.525666337611,242.179950122097,250.50170156388
110,4.01715497574592,60.1945167369649,133.061563313291,237.776678301695,245.947125171809
112,3.94542006546475,59.1196146523763,130.685463968411,233.530666189165,241.555212222313
114,3.8762021695794,58.0824284304047,128.392736530368,229.433636957776,237.317401481571
116,3.8093710976901,57.0810072505702,126.179068659155,225.477884596435,233.225722145681
118,3.74480548586485,56.113532551408,124.040440376797,221.656225535479,229.272743804229
120,3.68239206110043,55.1783070088845,121.97309970385,217.961955109887,225.451531407492
122,3.62202497813157,54.2737445989028,119.973540692311,214.388808304807,221.755604663107
124,3.56360522041977,53.3983616215011,118.038483584371,210.930924299891,218.178901362089
126,3.50704005819089,52.55076857989,116.164856860809,207.582814390369,214.715744197611
128,3.45224255728165,51.7296628208292,114.349780972359,204.339332915519,211.360810694524
130,3.39913113332347,50.9338218543549,112.590553572785,201.195650870665,208.109105914608
132,3.34762914645494,50.1620972808041,110.884636094409,198.147231918079,204.955937643175
134,3.29766453232874,49.4134092616876,109.229641525836,195.189810546168,201.896893797754
136,3.24916946567685,48.6867414784275,107.623323268103,192.319372155783,198.92782183014
138,3.20208005313081,47.9811365294648,106.06356495987,189.532134878163,196.044809919558
140,3.1563360523718,47.295691721901,104.548371174729,186.824532951332,193.24416977785
